UNQID,TYVAL,TXVAL,COLID,TXDES,MODTY,ISDBL,ISEDT,ISADD,ISEMP,ISSFT,ISMGR,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,INCTY
900,C_INCTY1_RADIO1,Custom,1,C_INCTY1_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:30,DB_SLS1128,11.03.2025,16:50:13,
901,C_INCTY1_RADIO2,Custom,1,C_INCTY1_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,16:57:01,
902,C_INCTY1_RADIO3,Custom,1,C_INCTY1_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:05:02,
903,C_INCTY1_Combo1,Custom,1,C_INCTY1_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,,,,
904,C_INCTY1_Combo2,Custom,1,C_INCTY1_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:04:39,
905,C_INCTY1_Combo3,Custom,1,C_INCTY1_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:07:15,
906,C_INCTY1_Multi1,Custom,1,C_INCTY1_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:03:46,
907,C_INCTY1_Multi2,Custom,1,C_INCTY1_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:04:15,
908,C_INCTY1_Multi3,Custom,1,C_INCTY1_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:06:45,
909,C_INCTY2_RADIO1,Custom,1,C_INCTY2_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:17:45,DB_SLS1128,11.03.2025,17:08:59,
910,C_INCTY2_RADIO2,Custom,1,C_INCTY2_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:12:13,
911,C_INCTY2_RADIO3,Custom,1,C_INCTY2_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:14:25,
912,C_INCTY2_Combo1,Custom,1,C_INCTY2_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:11:45,
913,C_INCTY2_Combo2,Custom,1,C_INCTY2_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:14:04,
914,C_INCTY2_Combo3,Custom,1,C_INCTY2_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:16:57,
915,C_INCTY2_Multi1,Custom,1,C_INCTY2_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:11:19,
916,C_INCTY2_Multi2,Custom,1,C_INCTY2_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:13:38,
917,C_INCTY2_Multi3,Custom,1,C_INCTY2_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:16:31,
918,C_INCTY3_RADIO1,Custom,1,C_INCTY3_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:18:14,
919,C_INCTY3_RADIO2,Custom,1,C_INCTY3_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:21:01,
920,C_INCTY3_RADIO3,Custom,1,C_INCTY3_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:23:12,
921,C_INCTY3_Combo1,Custom,1,C_INCTY3_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:29:15,
922,C_INCTY3_Combo2,Custom,1,C_INCTY3_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:22:53,
923,C_INCTY3_Combo3,Custom,1,C_INCTY3_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:26:22,
924,C_INCTY3_Multi1,Custom,1,C_INCTY3_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:05,DB_SLS1128,11.03.2025,17:19:35,
925,C_INCTY3_Multi2,Custom,1,C_INCTY3_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:22:34,
926,C_INCTY3_Multi3,Custom,1,C_INCTY3_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:25:44,
927,C_INCTY4_RADIO1,Custom,1,C_INCTY4_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:24:34,
928,C_INCTY4_RADIO2,Custom,1,C_INCTY4_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:27:53,
929,C_INCTY4_RADIO3,Custom,1,C_INCTY4_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:32:11,
930,C_INCTY4_Combo1,Custom,1,C_INCTY4_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:27:17,
931,C_INCTY4_Combo2,Custom,1,C_INCTY4_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:31:52,
932,C_INCTY4_Combo3,Custom,1,C_INCTY4_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:33:56,
933,C_INCTY4_Multi1,Custom,1,C_INCTY4_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:26:36,
934,C_INCTY4_Multi2,Custom,1,C_INCTY4_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:31:30,
935,C_INCTY4_Multi3,Custom,1,C_INCTY4_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:33:37,
936,C_INCTY5_RADIO1,Custom,1,C_INCTY5_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:36:43,
937,C_INCTY5_RADIO2,Custom,1,C_INCTY5_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:38:59,
938,C_INCTY5_RADIO3,Custom,1,C_INCTY5_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:43:25,
939,C_INCTY5_Combo1,Custom,1,C_INCTY5_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:39:22,
940,C_INCTY5_Combo2,Custom,1,C_INCTY5_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:43:02,
941,C_INCTY5_Combo3,Custom,1,C_INCTY5_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:45:09,
942,C_INCTY5_Multi1,Custom,1,C_INCTY5_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:38:09,
943,C_INCTY5_Multi2,Custom,1,C_INCTY5_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:40:50,
944,C_INCTY5_Multi3,Custom,1,C_INCTY5_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,04.04.2024,14:18:51,DB_SLS1128,11.03.2025,17:44:50,
945,Incident Type,Custom Incident Type 1,11,Incident Type,Incident,0,1,1,,,,0,SLS1116,04.04.2024,14:38:56,DB_SLS1128,12.03.2025,09:39:48,
946,Incident Type,Custom Incident Type 2,12,Incident Type,Incident,0,1,1,,,,0,SLS1116,04.04.2024,14:38:56,DB_SLS1128,12.03.2025,09:39:48,
947,Incident Type,Custom Incident Type 3,13,Incident Type,Incident,0,1,1,,,,0,SLS1116,04.04.2024,14:38:56,DB_SLS1128,12.03.2025,09:39:48,
948,Incident Type,Custom Incident Type 4,14,Incident Type,Incident,0,1,1,,,,0,SLS1116,04.04.2024,14:38:56,DB_SLS1128,12.03.2025,09:39:48,
949,Incident Type,Custom Incident Type 5,15,Incident Type,Incident,0,1,1,,,,0,SLS1116,04.04.2024,14:38:56,DB_SLS1128,12.03.2025,09:39:48,
950,Incident Status,Reopen,5,Incident Status,Incident,0,1,1,,,,0,DB_SLS1128,10.04.2024,06:29:07,,,,
951,Incident Status,Pre-investigation Inprogress,6,Incident Status,Incident,0,1,1,,,,1,DB_SLS1128,12.04.2024,09:48:38,,,,
952,Incident Status,Pre-investigation Complete,7,Incident Status,Incident,0,1,1,,,,1,DB_SLS1128,12.04.2024,09:48:51,,,,
953,CA Status,Overdue,5,CA Status,Incident,,,,,,,0,DB_SLS1128,15.04.2024,05:26:04,DB_SLS1128,11.03.2025,19:06:10,
954,Process Flow Selection,Process Flow 1,1,Process Flow for Incident Portal,Incident,,,,,,,0,DB_SLS1128,16.04.2024,11:14:10,S0025570616,04.02.2025,08:08:49,
955,Process Flow Selection,Process Flow 2,2,Process Flow for Incident Portal,Incident,,,,,,,1,DB_SLS1128,16.04.2024,11:14:27,S0025570616,04.02.2025,08:08:49,
956,Investigation Status,Investigation In-Progress,4,Investigation Status,Incident,,,,,,,0,DB_SLS1128,17.04.2024,06:54:48,,,,
957,Investigation Status,Investigation Complete,5,Investigation Status,Incident,,,,,,,0,DB_SLS1128,17.04.2024,06:55:02,,,,
958,Investigation Status,Overdue,6,Investigation Status,Incident,,,,,,,0,DB_SLS1128,17.04.2024,06:55:23,,,,
959,C_INCPR1_RADIO1,Custom 1,1,C_INCPR1_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:03:20,
960,C_INCPR1_Multi1,Custom,1,C_INCPR1_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:04:04,
961,C_INCPR1_Combo1,Custom,1,C_INCPR1_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:04:32,
962,C_INCPR1_RADIO2,Custom,1,C_INCPR1_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:04:46,
963,C_INCPR1_Multi2,Custom,1,C_INCPR1_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:05:48,
964,C_INCPR1_Combo2,Custom,1,C_INCPR1_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:05:59,
965,C_INCPR1_RADIO3,Custom,1,C_INCPR1_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:08:13,
966,C_INCPR1_Multi3,Custom,1,C_INCPR1_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:10:17,
967,C_INCPR1_Combo3,Custom,1,C_INCPR1_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:10:43,
968,C_INCPR2_RADIO1,Custom,1,C_INCPR2_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:12:15,
969,C_INCPR2_Multi1,Custom,1,C_INCPR2_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:13:42,
970,C_INCPR2_Combo1,Custom,1,C_INCPR2_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:14:03,
971,C_INCPR2_RADIO2,Custom,1,C_INCPR2_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:14:21,
972,C_INCPR2_Multi2,Custom,1,C_INCPR2_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:16:01,
973,C_INCPR2_Combo2,Custom,1,C_INCPR2_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:16:19,
974,C_INCPR2_RADIO3,Custom,1,C_INCPR2_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:16:59,
975,C_INCPR2_Multi3,Custom,1,C_INCPR2_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:18:38,
976,C_INCPR2_Combo3,Custom,1,C_INCPR2_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:20:00,
977,C_INCPR3_RADIO1,Custom,1,C_INCPR3_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:22:29,
978,C_INCPR3_Multi1,Custom,1,C_INCPR3_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:23:59,
979,C_INCPR3_Combo1,Custom,1,C_INCPR3_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:24:17,
980,C_INCPR3_RADIO2,Custom,1,C_INCPR3_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:24:38,
981,C_INCPR3_Multi2,Custom,1,C_INCPR3_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:26:30,
982,C_INCPR3_Combo2,Custom,1,C_INCPR3_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:26:50,
983,C_INCPR3_RADIO3,Custom,1,C_INCPR3_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:27:14,
984,C_INCPR3_Multi3,Custom,1,C_INCPR3_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:28:56,
985,C_INCPR3_Combo3,Custom,1,C_INCPR3_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,DB_SLS1128,11.03.2025,18:29:15,
986,C_INCPR4_RADIO1,Custom,1,C_INCPR4_RADIO1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
987,C_INCPR4_Multi1,Custom,1,C_INCPR4_Multi1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
988,C_INCPR4_Combo1,Custom,1,C_INCPR4_Combo1,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
989,C_INCPR4_RADIO2,Custom,1,C_INCPR4_RADIO2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
990,C_INCPR4_Multi2,Custom,1,C_INCPR4_Multi2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
991,C_INCPR4_Combo2,Custom,1,C_INCPR4_Combo2,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
992,C_INCPR4_RADIO3,Custom,1,C_INCPR4_RADIO3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
993,C_INCPR4_Multi3,Custom,1,C_INCPR4_Multi3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
994,C_INCPR4_Combo3,Custom,1,C_INCPR4_Combo3,Incident,0,1,1,,,,0,DB_SLS1209,18.04.2024,10:36:53,,,,
995,Is Recordable,Yes,1,Is Recordable,Incident,0,1,1,,,,0,DB_SLS1128,09.05.2024,07:22:57,DB_SLS1128,12.03.2025,10:45:26,
996,Is Recordable,No,2,Is Recordable,Incident,0,1,1,,,,0,DB_SLS1128,09.05.2024,07:22:57,DB_SLS1128,12.03.2025,10:45:26,
997,Is Reportable,Yes,1,Is Reportable,Incident,0,1,1,,,,0,DB_SLS1128,09.05.2024,07:22:57,DB_SLS1128,12.03.2025,10:46:25,
998,Is Reportable,No,2,Is Reportable,Incident,0,1,1,,,,0,DB_SLS1128,09.05.2024,07:22:57,DB_SLS1128,12.03.2025,10:46:25,
999,AbdAndRestrictPermaTemp,Permanent,1,Absence And Restriction Permanent/Temporary,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:35:55,DB_SLS1128,12.03.2025,01:58:17,
1000,AbdAndRestrictPermaTemp,Temporary,2,Absence And Restriction Permanent/Temporary,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:35:55,DB_SLS1128,12.03.2025,01:58:17,
1001,AbdAndRestrict Duration,Activity Prohibited,1,Absence And Restriction Duration,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:04,DB_SLS1128,12.03.2025,02:00:01,
1002,AbdAndRestrict Duration,0-1 Hour per Day (Limited),2,Absence And Restriction Duration,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:04,DB_SLS1128,12.03.2025,02:00:01,
1003,AbdAndRestrict Duration,1-3 Hour per Day (Occasional),3,Absence And Restriction Duration,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:04,DB_SLS1128,12.03.2025,02:00:01,
1004,AbdAndRestrict Duration,3-6 Hours per Day (Frequent),4,Absence And Restriction Duration,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:04,DB_SLS1128,12.03.2025,02:00:01,
1005,AbdAndRestrict Duration,Permanent,5,Absence And Restriction Duration,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:04,DB_SLS1128,12.03.2025,02:00:01,
1006,AbdAndRestrict Bodypart,Cranial Region Ear(s),1,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1007,AbdAndRestrict Bodypart,Forehead,2,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1008,AbdAndRestrict Bodypart,Eye(s),3,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1009,AbdAndRestrict Bodypart,Nose,4,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1010,AbdAndRestrict Bodypart,Cheek,5,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1011,AbdAndRestrict Bodypart,Jaw/Chin,6,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1012,AbdAndRestrict Bodypart,Mouth,7,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1013,AbdAndRestrict Bodypart,Neck,8,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1014,AbdAndRestrict Bodypart,Shoulders,9,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1015,AbdAndRestrict Bodypart,Chest/Ribs,10,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1016,AbdAndRestrict Bodypart,Lumbar Region,11,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1017,AbdAndRestrict Bodypart,Thoracic,12,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1018,AbdAndRestrict Bodypart,Sacral Region,13,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1019,AbdAndRestrict Bodypart,Coccygeal Region,14,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1020,AbdAndRestrict Bodypart,Abdomen,15,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1021,AbdAndRestrict Bodypart,External/Internal,16,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1022,AbdAndRestrict Bodypart,Hip(s),17,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1023,AbdAndRestrict Bodypart,Pelvis,18,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1024,AbdAndRestrict Bodypart,Buttock,19,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1025,AbdAndRestrict Bodypart,Groin,20,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1026,AbdAndRestrict Bodypart,External Reproductive Tract,21,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1027,AbdAndRestrict Bodypart,Internal Reproductive Tract,22,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1028,AbdAndRestrict Bodypart,Upper Arms(s),23,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1029,AbdAndRestrict Bodypart,Elbow(s),24,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1030,AbdAndRestrict Bodypart,Forearms,25,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1031,AbdAndRestrict Bodypart,Wrists,26,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1032,AbdAndRestrict Bodypart,Hands,27,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1033,AbdAndRestrict Bodypart,Fingers,28,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1034,AbdAndRestrict Bodypart,Thighs,29,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1035,AbdAndRestrict Bodypart,"Head, NEC",30,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1036,AbdAndRestrict Bodypart,Knee(s),31,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1037,AbdAndRestrict Bodypart,Lower Leg(s),32,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1038,AbdAndRestrict Bodypart,Ankle(s),33,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1039,AbdAndRestrict Bodypart,Foot (Feet),34,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1040,AbdAndRestrict Bodypart,Toe(s),35,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1041,AbdAndRestrict Bodypart,Body Systems,36,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1042,AbdAndRestrict Bodypart,Multiple Parts,37,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1043,AbdAndRestrict Bodypart,Prosthetic Devices,38,Absence And Restriction Bodypart,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,08:36:14,DB_SLS1128,12.03.2025,02:01:35,
1044,RTW Type Of Plan,GRTW Plan - CPC,1,RTW Type Of Plan,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,09:48:06,DB_SLS1128,12.03.2025,02:02:34,
1045,RTW Type Of Plan,GRTW Plan - WCB,2,RTW Type Of Plan,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,09:48:06,DB_SLS1128,12.03.2025,02:02:34,
1046,RTW Type Of Plan,GRTW plan Non-Occupational,3,RTW Type Of Plan,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,09:48:06,DB_SLS1128,12.03.2025,02:02:34,
1047,RTW Type Of Plan,Modified Duties,4,RTW Type Of Plan,Incident,0,1,1,,,,0,DB_SLS1128,10.05.2024,09:48:06,DB_SLS1128,12.03.2025,02:02:34,
